Signature matrix with CIBERSORTx based on the scRNA-seq study (ALLEN BRAIN MAP)																			
The "1" values in the expression matrix txt files are genes with insufficient evidence of expression (these genes are either not expressed or have inadequate statistical power to be imputed).																			
NAME	LAMP5	VIP	PAX6	Oligodendrocyte	Astrocyte	L5/6_IT_Car3	L5/6_NP	IT	SST	L6_CT	OPC	L6b	PVALB	Microglia	L5_ET	Pericyte	Endothelial	L4_IT	VLMC
RGS6	85.9253618	572.6820246	1	1	114.4753178	1	226.1377459	775.5897555	658.4090363	18.46215419	1	351.7330089	1	1	420.5140907	523.1390371	80.19855808	1038.646991	1
RGS7	2078.839101	1167.708036	1038.646991	1	436.9879329	243.0341301	1923.042363	1771.297395	941.8582196	1541.13217	921.7321246	1979.552433	1000.963515	1	1301.894932	1	1	1945.557551	1
RGS8	1	37.5181806	8.565501867	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RHBDD2	215.973167	181.1373569	191.5997122	1	1	35.90257348	133.4729745	81.92951978	123.0603002	86.40312496	1	111.4376467	82.67949536	1	70.45047376	1	1	86.15051911	1
RHBDF2	1	1	1	1	1	1	1	1	1	1	1	1	1	352.250273	1	1	1	1	1
RHBDL3	1	1	1	1	18.7044443	1	1	2.970941732	1	1	131.0398681	7.311751796	1	1	32.30808737	1	177.1701133	4.977443617	1
RHOBTB1	12.23853777	1	1	231.6768546	1	106.7843886	8.531808328	84.87767402	1	9.071772456	1	14.06188639	8.074386567	1	22.08954644	1	492.2845388	62.02512595	1
RHOC	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	35.97949085	140.1237224	1	1
RHOJ	1	1	1	1	366.9593843	1	1	1	1	13.12151735	1	8.14381638	1	1	1	730.8337805	174.3406918	1	129.0076445
RHOU	1	1	1	257.9001059	1	1	1	1	1	1	1	1	1	1	7.669375528	1	1	1	1
RIC8A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	92.42485406	1	1	1
RIMBP2	464.9147325	220.7810814	209.2610866	1	1	45.50147685	76.85449282	169.8544308	96.71851969	121.8335341	1	145.7129157	287.0144956	1	134.9772359	1	1	166.3366815	1
RIMS2	984.7167089	1554.241977	2497.137422	1	1	2707.85563	1510.295155	1666.116904	1845.125893	2039.025524	754.9370848	1707.746153	1201.605659	1	1477.523929	1	73.96767332	2078.839101	1
RIMS3	18.65499522	12.20024404	7.959646731	1	1	129.4587538	6.130234005	40.6025932	30.53296391	2.94013874	1	12.15386757	8.71423265	1	5.147168462	1	1	77.5370289	1
RIN3	1	1	1	1	1	1	1	1	1	1	1	1	1	471.0765887	1	1	1	6.097424069	1
RIT2	1	12.17981115	1	1	1	495.9857814	129.8968866	247.8622502	1	205.6127818	277.373978	76.7960338	36.4423409	1	680.2782624	1	1	331.1307093	1
RLBP1	1	1	1	1	123.0008044	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RMDN2	1	1	1	1	1	1	22.22160499	8.592181827	1	4.189464314	1	2.787342201	1	1	12.78514072	1	1	9.364716271	149.9388153
RMST	1	1	1	1	186.1471516	1	166.7938113	208.4628219	1	151.3528117	1	255.0048553	1	1	1	1	1	223.8581951	1
RNASE1	1	1	1	960.2963111	1	1	1	1	1	1	1	1	1	1	1	1	397.988218	1	1
RNASE6	1	1	1	1	1	1	1	1	1	1	1	1	1	126.8123028	1	1	1	1	1
RNASEH2B.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	300.8938706	1	1	1	1	1
RNASET2	7.137068231	9.02367321	8.26373438	1	1	22.89185812	5.966514959	1	120.6450249	1	1	1.555087707	33.90949889	990.2671177	1	1	1	1	1
RND3	1	28.46268331	1	1	1	1	1	1	13.98809694	1	1	1	90.5068139	1	1	289.4094179	129.5303649	1	84.44283623
RNF103	36.70328813	17.38347524	102.9863037	1	1	11.43929599	8.777964523	12.41394831	12.42086067	14.14442572	1	9.220122702	8.617370466	1	12.30315466	1	1	13.77055683	237.9723
RNF144B	1	9.090295805	1	1	66.21330522	1	1	1	19.09591409	1	1	1	185.5919731	93.78635206	1	1	690.4061847	1	1
RNF152	1	1	1	1	1	22.53384853	1	1	8.421363088	1	1	1	1	1	14.20286218	303.4412666	1	1	1
RNF175	14.37942231	14.31279267	71.53396578	1	1	3.498424979	8.842301495	8.85794512	12.99648205	8.748249524	1	17.58034785	14.09610933	1	13.25516899	1	1	9.734144866	1
RNF182	1	1	1	1	142.2943453	1	8.502620726	1	1	1	1	1	1	1	1	1	1	1	1
RNF219	8.71730736	9.653161515	8.242110276	1	142.2183106	1	1	7.232200169	1	1	1	7.327613458	1	1	4.985477537	1	1	9.591278319	1
RNF219.AS1	1	1	1	1	2654.26988	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RNF220	7.17416371	8.69994735	1	2497.137422	193.8864009	3.485738378	2.887605467	2.113200766	8.221916047	8.124332367	1	113.9843966	1	1	1	1	140.0385793	3.991178688	2599.657601
RNH1	8.679297287	8.163018792	6.187736379	150.1341404	1	1	4.14918324	1	7.760142179	2.823220818	1	2.08698145	5.084688731	1	1.53548453	1	1	8.071143256	1
ROBO2	2039.025524	5432.37129	8266.277366	1	1	2970.351364	984.7167089	2599.657601	7354.803196	5432.37129	1	10839.3985	1817.296484	1	8266.277366	1	1	406.6922023	1
ROBO3	1	1	1	1	84.38851074	1	107.0453373	1	1	1	1	1	1	1	1	69.39039383	1	1	1
ROBO4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	109.2741092	1	1
ROR1	1	1	120.8812278	165.3696228	236.196629	1	91.88215318	1	46.31949704	1	1	1	145.0567355	1	1	104.8810506	154.4395463	1	1
ROR2	14.30511882	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	966.3246463
RORB	1	1	1	1	502.7200197	1	1	378.359542	1	1	1	1	1	1	1	1	1	298.5934624	1
ROS1	1	1	1	1	1	1	1	1	1	1	1	181.6705362	1	1	1	1	1	1	1
RPH3A	437.8881137	144.0734222	117.1217084	1	1	74.86628739	183.5545857	83.12854644	177.279049	206.9995257	1	99.97497927	67.38180089	1	66.97171452	1	1	135.4445825	1
RPL26	12.76121999	13.55030268	9.758988092	1	1	113.4843771	44.90972206	14.22293087	13.66707271	8.206704827	1	13.71778349	12.76121999	1	8.329560232	1	1	9.434008481	1
RPL37	8.914553423	8.501148256	8.309198509	1	1	71.98987376	8.140937326	8.890635047	8.956550023	9.010871663	1	8.63589597	4.195053946	1	2.964791007	1	1	4.934137462	1
RPL4	9.499816824	28.63734057	12.43725266	1	1	127.8020852	14.10114232	12.9845153	13.9289285	9.731492025	1	12.40946338	8.574445869	1	2.884656117	1	1	8.613076497	1
RPS12P5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	97.97293718
RPS18	14.22619186	41.47055797	32.39884579	1	1	132.9631327	64.3108458	43.11415115	32.6579952	14.22293087	1	21.44140717	12.3848937	1	13.01254542	1	36.7778591	8.586495791	1
RPS20	9.227683941	9.892431201	9.556510543	1	12.8569774	123.9537823	28.37929075	13.51872468	13.77946721	11.70596269	1	18.14713791	8.806121056	68.71729191	13.97066218	1	1	13.98809694	1
RPS3AP34	1	1	1	1	1	1	99.36496611	1	1	1	1	7.387095952	1	1	1.536795736	1	1	1	1
RPS4X	12.72508058	13.44224084	8.93079241	1	1	122.8743982	9.470671865	12.25234587	21.94474153	8.696909989	1	9.671887919	9.785144174	1	2.445749446	1	104.5950687	9.062153281	1
RRAGC	1	1	13.18842066	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RRAS	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	127.868356	67.95657504	1	1
RREB1	1	1	1	1	67.60785385	1	1	1	1	1	1	1	1	248.35916	14.05884761	1	1	1	210.7726539
RSAD2	1	1	1	1	1	1	21.86717516	1	1	1	1	1	1	1	1	1	160.8468206	4.985477537	1
RSBN1	33.09032893	19.63129291	89.1336795	1	1	18.01514453	9.337105572	17.49397866	14.46631385	17.82545016	1	14.18638136	14.33149285	1	14.10878538	1	1	9.526198012	1
RSPH3	1	1	11.55890827	1	1	13.51872468	28.59527088	94.27776907	12.55992111	32.67306078	1	18.03990975	12.13464346	1	76.00643551	1	1	89.77370385	1
RSPO2	1	1	1	1	1	1	1	75.14156522	152.7949692	205.7831949	1	6.115461488	175.1445714	1	1	1	1	20.04634956	1
RUNX1	1	1	1	1	1	1	1	1	1	1	1	1	1	1301.894932	1	1	1	1	110.9451583
RUNX2	40.71983359	1	8.926262439	1	1	1	12.9692379	1	9.608834582	9.78677646	1	1	263.5731676	548.6726533	1	144.4663409	1	1	268.8497637
RXFP1	1	1	1	1	1	444.4896944	90.88479689	309.0334103	1	495.9857814	1	814.1929137	1	1	1	1	1	66.55558253	1
RXRG	1	13.85575016	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
RYR1	1	8.822194736	1	1	82.9946236	1	5.001066127	1	9.405265584	1	1	1	29.01331648	272.891282	1	1	1	1	1
RYR2	394.4042169	273.2100967	736.674837	122.5665715	1	859.1983882	2109.717205	1729.53351	1326.282268	2383.840401	1	1393.338888	947.6356042	1	1621.800271	98.43451491	1	1067.301252	76.42079089
RYR3	1	665.5274272	1	1	2273.305136	34.47053946	1	205.7831949	160.005384	1135.874886	1	893.9059707	1	1	600.1177768	1	267.0897954	61.24060848	1
S100A10	1	1	1	1	1	9.357060862	1	1	1	1	1	1	1	1	1	1	142.5520603	1	1
S100A11	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	135.2906916	1	1	1
S100A13	1	1	1	1	103.7202812	1	1	1	1	1	1	1	1	1	1	1	34.75299206	1	161.2720049
S100A6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	179.0054403	72.0443668	1	1
S100B	1	1	1	458.4178296	383.1508598	1	1	1	1	1	210.1643281	1	1	1	1	1	1	1	1
S100Z	1	1	1	1	1	1	1	1	1	13.36481055	1	1	1	214.8521834	1	1	1	1	1
S1PR1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	150.4285974	1	1
SALL1	1	9.640304404	1	1	1	1	1	1	1	1	1	1	1	183.1495357	1	1	1	1	103.6200249
SAMD13	1	1	1	1	1	1	1	1	1	1	1	1	64.87462692	1	2.097264892	1	1	1	1
SAMD3	1	1	1	1	1	119.2770758	208.9402239	1	1	1	1	1	1	1	18.22637513	1	1	1	1
SAMD5	22.31516569	64.36570755	1	1	1	202.0761173	366.3285802	106.6790355	494.5933489	97.65650818	1	1	503.8588274	1	31.81163297	1	1	105.3057618	1
SAMD9L	1	1	1	1	1	1	1	1	1	1	1	1	1	240.5137553	1	1	216.8761843	1	114.3250683
SAMSN1	1	1	1	1	1	1	1	1	1	1	1	1	1	470.034585	1	1	1	1	1
SAP30L.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	121.7252635
SATB1	1	9.582180282	1	1	14.11180258	18.21137089	647.505539	260.4104401	704.214587	217.0456529	203.6378767	151.7203634	488.8625431	1	182.7339523	1	1	202.0761173	1
SATB1.AS1	1	1	1	1	1	1	173.6099457	101.3791158	393.8283491	127.394014	190.7600967	13.79186241	199.7864303	1	8.95514237	1	1	106.9966809	1
SATB2	1	1	1	1	1	793.4379213	294.3459569	433.7063019	1	225.9504829	1	540.998642	1	1	295.0657843	1	1	457.2390068	1
SAV1	1	1	1	1	1	1	1	1	1	1	1	2.059992816	1	1	2.432164833	1	185.0375171	1	1
SBK1	7.332337013	1	1	1	1	65.51702871	1	9.887610839	1	1	1	1	1	1	1	1	1	8.806121056	1
SCARA3	1	12.9692379	1	1	745.4628642	1	7.432304429	29.71505062	1	140.9612662	1	8.617370466	14.36155529	1	84.20396418	1	1	1	342.5052
SCARA5	1	1	1	1	1	1	1	1	13.00676267	1	1	1	1	1	1	1	1	1	222.6640172
SCD	1	1	1	995.411764	74.319597	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SCG2	537.5014639	1313.22726	829.4958206	1	1	46.9821578	1	84.87767402	189.3680983	9.053873059	99.8659839	121.3850602	200.092323	1	13.95646498	1	1	120.5057636	1
SCIN	1	1	1	1	1	1	1	1	1	1	1	1	1	105.1052934	1	1	1	1	1
SCML1	12.03275596	1	13.26808184	1	80.89537834	8.35627125	1	1	9.443852332	1	1	1	40.94571352	1	8.077984255	1	72.9713841	1	1
SCN1A	658.4090363	259.2416817	278.2951742	1	1	176.3823132	257.9001059	275.0661759	367.580451	167.1351773	618.5057188	18.7044443	553.3979468	1	335.8825698	1	1	363.1875496	1
SCN2B	71.39298159	75.55768623	77.88057492	1	1	1	18.35033959	2.964229796	17.34053325	9.596388412	1	9.532578712	13.8378845	1	12.03551867	1	1	6.219382723	1
SCN3B	137.7870062	108.8279602	150.7072915	1	1	145.1636834	260.9821937	225.9504829	186.795028	330.1187231	1	431.0381573	18.53057169	1	13.70953225	1	1	158.3079486	1
SCN5A	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	72.0443668
SCN7A	1	64.68401224	107.3685456	1	1	8.130586906	1	1	9.31744996	1	1	1	29.59778279	1	1	1	1	1	1
SCN9A	1	9.373681465	137.934156	1	1	8.804790188	111.9112467	13.61431097	184.7434944	11.80713733	224.2633479	96.59924579	199.6402223	1	33.01293979	1	1	1	1
SCPEP1	63.95912957	13.58032198	14.44141711	1	74.14756508	122.6856956	317.9990812	109.2741092	12.09230566	87.09189877	31.55468164	72.82752469	12.68142651	1	209.9958607	1	1	83.77518115	1
SCRG1	118.0933064	1	1	1	18.79989869	1	1	1	1	1	153.6864567	1	9.152586907	1	1	1	1	1	1
SDC2	1	1	1	1	149.1455822	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SDC3	1	1	5.166474981	1	12.18547794	1	1	1	7.553293445	2.450309054	110.4362413	1	1	1	1	1	1	1	1
SDK2	1	21.96698342	211.3518315	1	1	1	18.53057169	1	1	78.3229935	1	57.14924475	1	1	1	1	1	1	1
SDPR	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	473.3182193	1	40.71983359
SEC14L5	1	1	1	253.7954557	1	125.646454	42.19750297	86.19655433	1	80.46765356	1	9.349781613	1	1	45.08100009	1	1	91.07891374	1
SEC16B	1	1	1	1	1	1	1	8.200660849	1	1	1	1	1	1	29.64549318	1	1	1	1
SEC24D	1	1	1	1	1	8.079244371	12.3848937	132.8083642	1	343.975892	34.20115839	287.0144956	1	141.3953987	243.7185753	1	1	101.0633602	108.3585159
SEL1L3	1	99.41656324	1	1	108.6304521	1	225.7193136	9.510733905	90.74557718	92.32908611	207.7305717	84.15787781	1	1	2.951335921	1	1	1	1
SELENBP1	1	1	1	1	223.4282635	1	1	1	1	1	1	1	1	118.1526566	1	81.218473	1	1	444.4896944
SELPLG	1	1	1	1	1	1	1	1	1	1	1	1	1	295.4838414	1	1	1	1	1
SEMA3A	1	1	32.33825341	1	129.7425692	1	89.1336795	85.64086965	1	289.74275	1	387.5172144	1	1	1	1	1	1	1
SEMA3B	1	1	1	149.049406	13.11363586	1	1	1	1	1	1	1	1	1	1	1	30.46289243	1	1
SEMA3C	1	78.19084157	1	248.5789294	1	1	1	1	1	1	1	221.8895481	1	1	1	1	1	1	1
SEMA3D	1	1	1	1	1	1	1	1	1	1	1	232.5555811	1	1	80.09914924	1	1	1	114.9232412
SEMA3E	1	1	1	1	1	1	698.0093086	1	1	807.0483502	190.7600967	392.5037579	1	1	1	1	1	1	1
SEMA3G	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	189.5080582	1	1
SEMA4A	1	1	1	1	85.88140763	1	4.827299226	2.906801219	1	58.39726957	1	32.6579952	1	1	1	1	1	1	1
SEMA4F	14.01133577	9.734144866	8.281074422	1	1	29.63277638	21.3308916	78.19084157	11.89096432	62.09099651	1	13.14978205	1	1	12.09891442	1	1	32.58213611	1
SEMA5A	1	149.3540184	14.49344384	114.5924658	92.81982341	1	60.61746652	1	1	436.9879329	1326.282268	14.26177411	17.64642987	1	44.68781967	447.2418622	1	204.9416387	2184.010582
SEMA5B	8.599454973	8.329560232	1	1	1	1	287.9239797	18.51415949	1	173.980166	56.7448918	1	1	1	1	1	1	31.37775004	1
SEMA6A	133.8486636	13.33297398	14.06710393	513.189707	142.8628907	1	1	4.910390439	159.9124121	1	233.2296996	1	1	116.462107	140.3692086	1	340.9260499	1	112.0208197
SEMA6D	596.6139772	680.2782624	1407.155918	271.5941451	128.7814154	1038.646991	1	258.4560955	111.7286034	37.91992657	165.4545251	1	176.030577	122.5045346	159.3008612	179.7834274	1	331.9736439	1
SEPP1	1	1	1	203.1720293	1	1	1	1	1	1	1	1	1	1	1	61.24060848	82.28392206	1	80.60440828
SERPINB9	1	1	1	1	1	1	1	1	1	1	1	1	7.441666356	147.363004	1	1	37.26740656	1	1
SERPINE1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	114.4085661
SERPINE2	78.04525452	1	1	1	380.4475002	1	1	36.83548563	1	30.98419625	428.2719842	66.97171452	1	1	136.9224262	1	1	88.75583167	1
SERPING1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	209.1183744	1	1	22.37375962
SERTAD2	1	1	1	1	1	8.291226372	1	8.316216721	1	11.81331094	1	13.02982391	1	133.5432798	8.21876179	435.199239	1	1	1
SERTM1	77.33637801	1	1	1	1	1	1	1	1	6.163170091	1	1	1	1	1	1	1	1	1
SEZ6	9.224818106	90.69519449	1	1	1	1	27.04064588	2.465889663	1	5.102841029	1	9.879728854	1	1	20.47628953	1	1	1	1
SEZ6L2	72.39387998	123.5503299	76.46959614	1	1	6.057779648	17.85677064	6.150111112	37.08502468	9.681516431	1	9.724052861	14.49344384	1	9.175730167	1	1	8.683314806	1
SFMBT2	69.84688837	1	41.53629955	117.5992177	370.5296687	353.7716404	1	42.19750297	170.6743632	148.0335122	1	13.52406795	188.7682151	4251.785101	17.22587756	1	359.2006781	1	88.88721256
SFRP1	89.50515577	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SFRP2	1	1	22.05362007	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SFTA1P	1	1	1	1	1	100.0317578	18.35905288	107.0453373	1	109.1625221	1	125.7859686	1	1	87.75725696	1	1	86.3474046	1
SFTPD	1	1	1	1	1	4.858390583	7.738709129	1	1	42.24325544	1	9.196071321	1	1	1	1	1	1	1
SFXN5	8.373513705	1	5.162485202	1	1127.485534	158.1164162	90.01590085	75.92535058	13.79186241	90.78653574	1	91.57311904	87.7094132	76.05191753	101.833547	1	1	92.27629165	1
SGCG	1	1	1	1	1	1	1	1	1	32.71066293	1	1	1	1	1	1	1	1	1
SGCZ	3897.361042	972.4204187	155.8213199	1	163.4444187	829.4958206	224.2633479	341.9430835	733.5082067	748.7354284	1584.351147	1462.577449	2326.285665	1	353.2695187	1	1	219.108405	1
SGK1	499.887201	195.3823436	465.9765947	778.6446619	1	12.20024404	1	73.9094395	21.99439282	244.3580388	438.6904255	13.09294549	225.2972239	233.6312499	8.623025874	1	1	8.845962476	1
SGK223	1	1	1	1	1	1	1	8.852018624	1	1	1	1	1	1	1	1	1	45.80134792	110.0919479
SGMS2	1	1	1	89.1336795	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SGPP2	1	1	1	1	1	8.600691954	73.56914676	8.379282485	1	32.9724687	1	7.970103255	6.222235947	1	81.37165122	1	249.5801577	12.05249131	1
SH2B3	1	1	1	1	1	7.493260248	1	1	1	1	1	1	1	262.9664194	2.101966894	1	1	7.413051932	18.68373133
SH3BGRL2	12.9266612	1	8.960606914	1	1	116.39821	7.594608928	102.5242435	1	36.61153476	1	9.451684206	8.957839576	1	30.31803363	1	58.64966163	107.1494469	1
SH3BP2	1	1	1	1	98.27688968	1	1	1	1	1	1	1	1	95.59016378	1	1	1	1	1
SH3BP4	1	1	1	42.79631673	1	1	1	1	1	1	1	1	1	1	1	1	366.9593843	1	1
SH3GL2	103.4672898	36.61153476	9.755458728	1	1	736.674837	474.59	609.2825868	157.0235092	742.4167462	1	932.1172332	232.9997256	1	265.874785	1	1	631.6190687	1
SH3PXD2B	1	1	1	129.9562444	272.5680923	1	1	1	7.897793795	1	18.34515268	1	1	1	3.501770143	1	1	1	32.44004871
SH3RF2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	150.5183156	100.8440794	1
SH3TC1	1	1	1	1	1	1	1	1	1	1	1	1	1	189.668063	1	1	1	1	1
SH3TC2	1	1	1	388.9400097	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SHC4	1	1	1	204.7629887	1	1	17.61990884	1	1	1	68.80374905	1	1	1	4.895585161	1	1	1	1
SHE	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	144.1364394	1	1
SHISA9	584.5697063	635.6967124	1192.426838	1	1	629.5830584	212.5025817	565.4886579	103.0939634	614.4926803	656.3569794	361.5066182	814.1929137	1	121.2505419	1	1	394.4042169	1
SHMT2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	200.092323	1	1	1
SHROOM2	1	1	1	1	13.38978783	1	1	1	1	1	1	1	1	1	1	1	257.4103757	9.244691364	1
SHROOM3	1	1	1	1	698.0093086	31.84582373	68.21147903	41.47055797	12.87603305	156.3371173	1	1	1	1	75.14156522	1	1	13.94545503	174.5401848
SHROOM4	1	1	1	612.6516736	1	1	1	1	1	1	304.581327	1	1	1	1	1	418.045792	1	1
SIAH3	8.005390654	9.03935108	1	1	1	1	1	1	18.14197285	1	1	1	46.89427114	1	1	1	1	1	1
SKAP1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	144.0042319	1	1
SLC10A4	73.23578465	111.493513	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SLC12A7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	397.988218	1	1	1
SLC13A5	1	1	1	1	88.75583167	1	1	1	1	1	1	1	1	1	1.150217536	1	1	1	1
SLC14A1	1	1	1	1	242.5639172	1	1	1	1	1	1	1	1	1	1	1	1	1	216.0605134
SLC15A2	1	1	1	1	430.1377549	4.205608708	1	1	1	9.521752058	1	7.897793795	12.52678173	357.5006602	1	1	1	1	1
SLC16A1	1	1	1	1	1	8.343861673	6.207970114	1	1	8.683314806	1	7.734886994	1	1	2.049607124	1	748.7354284	7.968714242	1
SLC16A12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	117.3646237
SLC16A14	18.37753173	17.84715474	31.44652146	1	1	12.29288791	12.37707447	11.70108618	14.36606515	12.25234587	1	12.01980728	9.49381362	1	30.72952382	1	550.1080339	12.96707212	1
SLC16A2	14.07889522	7.986227741	9.699020796	1	1	1	9.742335667	1	1	1	1	12.42629929	8.721900438	1	2.111602048	1	100.0784859	1	379.8735217
SLC16A4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	64.97846279	1	140.1237224
SLC16A9	1	1	1	1	161.6049115	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SLC17A6	1	1	1	1	1	1	1	8.715824223	1	1	1	1	1	1	1	1	1	14.16565322	1
SLC17A7	1	1	1	1	1	213.2117743	160.7450834	207.1839533	1	222.088625	1	281.6715121	1	1	130.4804931	1	1	204.1138961	1
SLC18B1	18.80883739	22.41234521	30.15422567	1	219.4471558	17.40995489	9.882821402	12.72800594	9.771877667	165.5542957	148.2893201	9.206061881	11.78589563	87.66614502	9.856654224	1	1	18.64957096	1
SLC19A1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1219.311129	1	1	1
SLC19A3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	168.8886547	1	1
SLC1A2	122.6856956	163.2205183	280.664471	1	8266.277366	12.29856725	296.2906077	88.63970898	121.7560616	215.7961457	810.2055453	335.8825698	29.0763884	1	7.379873922	191.5997122	1	18.7044443	169.8544308
SLC1A3	1	1	1	412.4333755	3447.842551	1	1	1	1	1	432.7865498	1	1	3059.713908	1	4780.743866	1	1	1462.577449
SLC20A1	9.842713555	12.49257841	7.999111904	1	63.91450408	174.1098199	13.15941623	62.02512595	8.514838465	8.893578598	1	9.63720626	9.293731566	1	11.81331094	1	1	34.59592382	22.53384853
SLC22A10	1	1	1	1	1	1	1	17.23989896	1	13.98135614	1	12.43228544	1	1	1	1	1	1	1
SLC22A24	1	1	1	1	1	13.34569046	22.80878207	135.2906916	1	117.1217084	1	110.2644888	1	1	1	1	1	35.8151794	1
SLC22A25	1	1	1	1	1	95.02811269	152.8893228	242.1508413	1	219.29436	1	198.8616315	1	1	1	1	1	30.33149148	1
SLC22A3	1	101.7266026	1	1	1	1	1	1	1	1	33.78713322	1	1	1	1	67.38180089	1	1	120.4772701
SLC22A9	1	1	1	1	1	1	1	17.36398179	1	31.16670474	1	20.07716767	1	1	1	1	1	1	1
SLC24A2	191.3167641	278.8210234	45.28590696	4251.785101	1	680.2782624	1845.125893	748.7354284	1127.485534	1096.681173	247.8622502	1258.681835	1013.652493	1	380.4475002	1	1	932.1172332	1
SLC24A3	211.5282097	662.9089155	216.3323632	1	296.2906077	1	232.5555811	1	456.2115804	1	647.505539	1	123.3450404	1	1	1	1	1	515.8060242
SLC24A4	1	12.44796985	1	1	1	120.8233143	1	9.559832864	14.25869878	1	1	1	1	1	1	1	1	111.9112467	1
SLC25A18	1	1	1	1	384.3519269	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A33	1	1	7.423119063	1	85.69399647	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A48	1	1	1	1	132.3787835	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SLC25A5	21.24571018	32.93229625	9.52470234	1	64.02943866	5.162485202	9.175730167	6.19721643	12.50778859	1	1	8.30765868	87.09189877	1	9.84422158	1	1	9.851626847	1
SLC26A2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	337.7760221	1	1
SLC26A4	1	1	1	1	1	110.8855281	8.829954791	21.14658423	13.392261	1	1	1	182.7339523	1	201.9296684	1	1	77.50035488	110.4988629
SLC26A4.AS1	1	1	1	1	1	8.254116683	1	1	1	1	1	1	77.62412002	1	44.00665518	1	1	8.252558341	1
SLC26A5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	146.9743473	1	1
SLC29A3	1	1	1	1	1	1	1	1	1	1	1	1	1	142.9401903	1	1	1	1	137.1508971
SLC2A1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	47.64822183	745.4628642	1	1
SLC2A11	13.23692483	13.62801268	21.6568921	1	13.06590974	18.70012539	9.882821402	13.16633484	81.12881355	14.0564118	1	13.88402991	86.91432301	1	18.75890466	1	1	13.25784801	1
SLC2A12	1	1	1	1	1	9.171740163	1	8.27638704	1	18.98292638	1	42.97739917	1	1	4.207563781	246.7114718	1	9.608834582	1
SLC2A5	1	1	1	1	1	1	1	1	1	1	1	1	1	356.3373179	1	1	1	1	1
SLC2A9	1	1	1	1	1	1	1	1	1	1	1	1	1	108.9805703	1	1	1	1	1
SLC30A10	1	1	1	1	13.04416985	1	1	1	1	1	1	1	1	1	1	804.0096722	1	1	1
SLC30A3	1	1	1	1	1	1	1	13.56153662	1	1	1	1	1	1	1	1	1	8.403037574	1
SLC31A2	1	1	1	440.7322118	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SLC35D2	1	1	1	183.1495357	12.92236229	1	1	1	1	1	1	1	1	69.00768975	1	45.54222761	31.62145736	1	1
SLC35F3	153.2692803	340.4706816	167.8464348	1	1	284.6443528	682.9147969	723.9277596	210.1643281	825.2534534	196.8188359	319.7628623	292.5526247	1	726.9336528	1	1	863.2751184	1
SLC35F4	272.5680923	313.3677538	658.4090363	1	1	1	1	1	12.63157791	1	1	1	309.0334103	1	1	1	1	1	1
