Signature matrix with CIBERSORTx based on the scRNA-seq study (ALLEN BRAIN MAP)																			
The "1" values in the expression matrix txt files are genes with insufficient evidence of expression (these genes are either not expressed or have inadequate statistical power to be imputed).																			
NAME	LAMP5	VIP	PAX6	Oligodendrocyte	Astrocyte	L5/6_IT_Car3	L5/6_NP	IT	SST	L6_CT	OPC	L6b	PVALB	Microglia	L5_ET	Pericyte	Endothelial	L4_IT	VLMC
GUCY1A3	62.9018668	87.75725696	72.23130278	1	1	1	176.7830422	74.57767304	1	9.613820654	1	1	150.7072915	150.2296924	8.179014839	304.9914704	1	129.7425692	1
GULP1	19.97756536	146.1302709	29.63277638	1	1	1	1	281.0090765	187.5069961	1	1	1	146.2009056	1	603.7139636	78.08596243	237.5663045	253.5584782	95.48467757
GUSBP4	1	1	5.097310085	1	1	4.958918944	2.802685586	7.857578105	1	2.945050673	1	1.552349376	1	1	1.534043257	1	1	8.735384518	129.0891308
GXYLT2	1	1	1	42.13551905	1	1	1	1	8.803550537	1	1	1	1	1	1	1	1	1	154.3371707
GYS2	1	1	1	1	78.61694622	1	1	1	1	1	1	1	1	1	1	1	1	1	1
H1FX	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	89.67738113	1	1	1
HABP4	1	7.660916834	1	1	13.30727362	95.84462683	13.22468275	13.45439976	8.392700601	9.864952102	1	12.22525415	9.277794343	1	9.785144174	1	1	11.82306896	78.3229935
HAPLN1	318.4406541	80.14576313	30.46289243	1	1	1	1	1	1	1	1	1	39.87311263	1	1	1	1	1	1
HAPLN2	1	1	1	243.7185753	1	1	2.928758067	1	1	1	1	1	1	1	1	1	1	1	1
HAVCR2	1	1	1	1	1	1	1	1	1	1	1	1	1	402.7287843	1	1	1	1	1
HCG22	1	1	1	1	1	1	1	1	1	1	1	1	1	130.6151602	1	1	1	1	1
HCK	1	1	1	1	1	1	1	1	1	1	1	1	1	311.7183989	1	1	1	1	1
HCLS1	1	1	1	1	1	1	1	1	1	1	1	1	1	289.044663	1	1	1	1	1
HCN1	629.5830584	539.3697054	368.7189278	1	1	458.4178296	720.7615555	667.8279764	627.7334591	616.4157369	1	667.8279764	1160.783157	1	1211.192393	1	1	833.6833687	183.4231477
HCRTR2	31.07484861	1	197.2835825	1	1	8.223255768	1	1	1	32.79777804	1	162.5834267	1	1	1	1	1	1	1
HDDC2	73.07879051	9.506243094	13.76811509	1	43.11415115	9.552368037	12.27064741	8.05991136	1	1	1	3.502492701	12.63371686	1	8.988947231	1	1	7.999111904	1
HECTD2.AS1	1	1	1	1	78.28277988	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HECW1	112.7230596	176.6308124	240.975602	1	1	508.0717908	371.7857745	643.1334785	76.05191753	707.0734127	480.336382	465.9765947	228.241784	1	524.7483993	1	1	616.4157369	1
HEG1	13.36481055	1	1	33.21501778	13.03587068	1	1	1	14.27029921	1	1	1	1	1	1	1	470.034585	1	1
HELQ	8.040757854	9.895508422	1	1	1	8.492210516	8.493565879	7.775669009	1	4.912877823	1	5.966514959	9.119971543	1	7.915617845	1	1	5.161605961	249.5801577
HEPACAM	1	1	1	105.5740089	113.9843966	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HEPH	1	1	1	1	237.7872447	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HERC2P3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4062.220952	1	1
HERC2P9	7.685459728	8.211590303	7.218554408	1	12.15089411	12.83939921	9.17308764	13.08475724	8.410930018	12.13764849	1	9.30181663	8.452930636	1	8.205106777	1	850.6561661	9.11131369	1
HES1	1	1	1	1	109.9812158	1	1	1	1	1	1	1	1	1	1	100.5354657	158.3079486	1	237.9723
HES4	4.964101648	1	5.118459701	1	11.66228715	1.516057422	1	1	7.254956833	1	1	1	1	1	1	196.6441355	1	1	1
HEY1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67.85814551	1	212.1119792
HEY2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	274.1702999	1	1	1
HFM1	1	13.70434736	17.67561548	1	47.73505463	1	8.653945224	7.816250133	14.13858828	1	149.8427396	1	39.58030324	1	1	1	1	1	1
HGF	1	1	1	1	1	9.569794559	14.17340577	1	1	1	1	1	121.5071787	1	1	1	1	1	1
HHAT	1	1	1	1	1	1	8.588021062	9.318737644	1	1	1	1	12.99159485	1	20.88989924	1	1	45.74525611	123.4783005
HHATL	1	1	1	258.9845034	249.1013401	1	1	1	1	1	1	2.895901145	41.12776171	1	1	1	1	1	1
HHIPL1	1	7.438973097	1	1	85.50545404	2.976582638	1	2.810152519	1	1	1	1	1	1	1	1	1	1	1
HIF3A	1	1	6.19557668	1	371.7857745	1	1	1	1	1	32.41287785	1	1	1	1	1	134.9772359	1	1
HIGD1B	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1421.032552	1	1	1
HIP1	8.194360683	64.52360756	12.64809663	524.7483993	79.66017741	1.536567151	70.11931057	1	7.415187212	3.432975103	381.0928073	4.084653972	4.166821789	1	12.73868949	117.0022689	86.3474046	4.971858346	1
HIP1R	4.99050494	8.214474212	7.608301542	181.2888081	230.5474953	1	9.706893274	1	8.014663918	12.23285556	279.9006779	9.303459969	4.116073701	1	9.154350876	1	71.64255977	1	1
HIPK1	28.97828106	22.74603508	82.02066956	1	1	8.250772552	12.11583857	8.499682845	12.78006243	8.485893006	1	8.298867163	8.214474212	1	6.092793319	1	32.93229625	7.780692389	1
HIPK2	1	100.1758239	34.17738478	625.639418	197.1202435	12.30748142	12.54927841	2.861153803	8.602355288	5.053095952	175.2802265	9.448902155	1	94.52134613	1	1	77.58339536	1	1
HK2	1	1	1	1	1	1	1	1	1	1	1	1	1	125.4437415	1	1	1	1	1
HLA.A	82.63736203	82.0590217	8.763592751	1	1	1	1	1	8.306266614	1	40.42436532	1	1	69.98589475	1	166.3366815	300.1501491	1	1
HLA.B	1	1	1	1	1	1	1	1	1	1	77.58339536	1	1	154.5254347	1	225.4970618	1031.948352	1	38.5186222
HLA.C	1	1	1	1	1	1	1	1	1	1	18.00918072	1	1	89.6352359	1	133.1045086	272.3107583	1	1
HLA.DMA	1	1	1	1	1	1	1	1	1	1	1	1	1	349.5993495	1	1	1	1	1
HLA.DMB	1	1	1	1	1	1	1	1	1	1	1	1	1	292.5526247	1	1	1	1	1
HLA.DPA1	1	1	1	1	1	1	1	1	1	1	1	1	1	469.0485007	1	1	1	1	1
HLA.DPB1	1	1	1	1	1	1	1	1	1	1	1	1	1	114.9763407	1	1	1	1	1
HLA.DRA	1	1	1	1	1	1	1	1	1	1	1	1	1	713.0423754	1	1	1	1	1
HLA.DRB1	1	1	1	1	1	1	1	1	1	1	1	1	1	375.6821526	1	1	1	1	1
HLA.E	1	1	1	1	1	1	1	1	1	1	1	1	1	223.4282635	1	1	825.2534534	1	1
HLA.F	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	231.4862968	1	1
HLA.L	1	1	1	1	1	18.7143391	1	1	1	1	1	1	1	1	1	1	1	1	1
HMCN1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	478.9447813	1	1
HMGN2P5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	98.38690114	1	1	1
HMP19	158.3079486	219.29436	199.6402223	1	1	14.12568163	72.39387998	31.43181317	136.5450593	21.60499332	110.0919479	77.88057492	102.1464359	1	45.50147685	1	1	7.814956663	1
HNRNPF	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	200.252696	1	1	78.28277988
HOMER1	115.4513706	108.2443639	143.3649163	1	1	595.0324785	306.7380918	469.0485007	163.4444187	393.1620738	135.2906916	264.1741093	184.0724707	1	850.6561661	1	82.10386873	603.7139636	187.6744845
HOMER2	108.5793776	1	30.34518809	1	12.34377761	20.7952476	7.397458616	4.211887214	1	20.44226291	1	13.07968925	1	1	7.570139518	103.4672898	1	1	93.18845584
HOPX	1	1	1	1	30.02989216	18.11629438	1	116.2680742	1	1	1	1	1	1	1.144986431	145.6230018	1	95.63640885	1
HPCAL1	67.26426047	1	14.03725717	1	1	1	9.582180282	1	1	1	1	89.67738113	1	1	1	1	85.50545404	3.463719754	1
HPCAL4	30.98419625	8.679297287	43.6785661	1	1	8.988947231	7.788756261	9.345066106	12.22029903	9.227683941	1	9.798472784	1	1	2.9808826	1	1	6.065898834	1
HPGDS	1	1	1	1	1	1	1	1	1	1	1	1	1	498.6339897	1	1	1	1	1
HPSE2	135.689758	105.3582961	14.31034138	1	1945.557551	442.5988131	1	1	12.33853158	1	1	1	141.4809837	1	1	1	1	1	1
HRASLS	1	1	7.987953537	1	1	1	1	8.738054757	1	5.138468721	152.2988305	7.903899963	1	1	1	1	1	1	1
HRH1	74.28248466	1	1	1	43.75715257	1	1	9.1703417	1	12.68647574	1	13.28962692	1	1	2.840730326	1	1	12.22285022	1
HS3ST2	1	1	1	1	1	80.94205473	8.367438851	96.55278043	1	253.5584782	1	65.45443256	9.552368037	1	247.363877	1	1	1	1
HS3ST4	98.53795169	1	1	1	1	1080.290589	1771.297395	310.8603887	1	2273.305136	1	2383.840401	1	3563.704806	1	1	1	68.96610952	1
HS6ST2	9.223497246	1	71.07491937	1	1	1	7.453055423	8.018901857	1	1	107.4770501	1	31.03418065	1	8.024269415	1	1	14.03981834	1
HS6ST3	399.482039	1228.821539	12.91168348	1	1	822.0146632	1313.22726	1462.577449	276.7281418	366.9593843	1175.594055	287.2989898	1080.290589	1	453.1549647	1	1	1584.351147	1
HSD11B1	1	1	1	139.3759347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HSD17B3	1	1	1	98.95734267	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
HSD3BP4	1	1	1	1	1	76.14890516	1	7.629882884	1	1	1	1	1	1	8.614559968	1	1	1	1
HSF2	28.49188139	33.23453762	95.48467757	1	1	37.01660578	29.98197858	18.4924498	14.35299624	14.00581455	1	33.30822772	64.64006842	1	14.12009204	1	1	13.39476471	1
HSPA13	112.1837762	76.14890516	114.8129563	1	1	1	18.53057169	8.907566134	83.28150369	31.25948148	1	65.82679914	29.32464325	1	18.51967312	1	1	13.31558435	1
HSPA2	1	1	1	190.7600967	1	1	1	1	1	1	1	1	1	1	1	69.24713532	1	1	1
HSPB1	1	1	1	1	12.33853158	1	1	1	1	1	1	1	1	1	1	156.3371173	81.6751154	1	1
HSPG2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	109.8087238
HTR1E	256.1169131	272.891282	17.52145985	1	1	209.4342124	200.6200644	215.973167	130.5429604	265.874785	1	199.3145279	1	1	99.20153575	1	1	152.4810236	1
HTR1F	38.4181454	350.7284708	122.5045346	1	1	1	1	473.3182193	97.36301797	587.944726	1	395.0764591	1	1	145.958212	3059.713908	1	539.3697054	1
HTR2A	17.75606859	1	1	1	1	8.791682857	150.9863211	127.7331926	1	1	1	123.6122691	1	1	1	1	1	161.958973	1
HTR2C	1	292.8717369	1	1	1	86.19655433	2150.098129	1	1	1	1	1	1	1	34.47053946	1	1	1	1
HTR4	1	1	1	1	1	1	9.885905323	63.73068612	1	7.213051999	1	37.08502468	87.66614502	1	212.6734623	1	1	106.0608433	1
HTR7	1	1	1	1	1	1	1	1	1	1	1	1	36.35523131	1	13.29948802	1	1	1	1
HTRA1	68.02219882	155.3304041	72.70474249	261.9271271	226.5406527	1	1	1	13.20199756	1	470.034585	1	13.07531325	581.1058921	1	1	1	1	1
HUNK	28.91430825	7.900998185	1	1	1	2.108413667	1	7.63755328	104.6997795	62.73140368	1	2.108413667	131.9219014	1	1	1	1	7.349989385	1
HYDIN	1	17.64188428	1	1	12.53214542	4.210995833	8.64391741	12.50778859	1	7.740405546	1	8.896627643	1	1	92.67112195	1	1	9.646970412	1
ICAM2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	104.4866509	1	1
ID1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	266.518541	1	1
ID2	306.3965782	13.88402991	140.6286846	1	772.0456831	89.31944237	1	113.0758977	1	80.28633235	65.63906207	6.220974217	1	162.1595528	185.7481201	1	104.820043	208.2778128	1
ID3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	449.298679	1	1
ID4	1	1	1	1	269.156481	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IDH3A	13.79995252	17.30283827	42.07642634	1	159.7061048	9.848752855	64.02943866	20.44226291	13.70953225	14.1997447	1	27.53743717	173.0309481	1	69.39039383	1	1	82.53872768	209.9958607
IDUA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	138.4099653
IFI16	1	1	1	1	1	1	1	1	1	1	1	1	1	680.2782624	1	1	80.09914924	1	1
IFI27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	936.7987635	1	1
IFI44	1	1	1	1	1	1	1	1	1	1	173.980166	1	1	1	1	305.7145751	658.4090363	1	68.65075863
IFI44L	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	88.4353672	567.2467537	1	1
IFIH1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	395.8185123	1	1
IFIT3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	139.7209242	1	1
IFITM1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1393.338888	495.9857814	1	111.6170471
IFITM10	1	8.245280022	6.165164466	1	1	1	2.900449551	1	1	2.87561653	71.89676647	2.956483372	4.206402907	1	1	1	1	1	1
IFITM2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	132.3150998	140.2103639	1	1
IFITM3	1	1	1	1	82.19584379	1	1	1	1	1	1	1	1	1	1	912.5333871	645.5907403	1	1
IFNG.AS1	1	1	1	1	1	1	219.29436	1	1	1	1	1	1	1	1	1	1	1	1
IFT57	1	9.818688585	8.739458893	1	1	126.8870473	112.4843738	112.1187503	17.68424388	100.0317578	1	107.2070828	59.26662311	1	38.85406822	1	1	113.424016	1
IGF1	184.0724707	182.8800711	153.092828	1	1	1	1	1	90.55932762	1	1	1	95.23422726	105.7815356	1	1	1	1	1
IGFBP3	1	1	83.69076071	1	1	1	1	1	1	1	1	2.850796356	1	1	1	1	1	1	1
IGFBP4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	157.121835
IGFBP7	1	1	1	1	279.9006779	1	1	1	1	1	1	1	1	1	1	2763.157692	768.7660716	1	675.291357
IGSF10	1	1	1	1	1	1	1	1	1	1	1	1	1	307.9376426	1	1	1	1	99.46788232
IGSF11	395.0764591	119.5794318	69.08536161	233.6312499	243.0341301	12.20571016	18.05103166	117.6588558	1	14.00581455	34.31555229	7.804935848	127.8020852	1	87.75725696	1	1	21.08985075	1
IGSF21	1	17.83255412	31.44652146	1	1	177.5536034	1	109.8087238	1	209.2610866	236.8881903	120.7558272	12.83939921	401.1519706	148.577961	1	1	115.1112742	1
IGSF3	1	18.7143391	1	1	1	1	1	1	12.76121999	1	1	1	1	1	1	1	1	1	1
IGSF6	1	1	1	1	1	1	1	1	1	1	1	1	1	188.225636	1	1	1	1	1
IGSF9B	1	1	1	1	1	2.087781628	7.487443932	12.44796985	8.525992763	12.84424275	85.19900108	2.465889663	1	1	7.614994639	1	1	8.621715735	1
IKZF1	1	1	1	1	1	1	1	1	1	1	1	1	1	713.0423754	1	1	1	1	1
IL10RA	1	1	1	1	1	1	1	1	1	1	1	1	1	157.2163748	1	1	1	1	1
IL12A.AS1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	67.7511649	1	1	5.099947914	1
IL12RB2	1	31.9643635	1	1	1	8.590660139	1	14.24790816	1	91.73012032	1	12.54202862	8.320689879	1	1	1	1	12.97193553	1
IL13RA1	1	1	1	1	1	1	1	1	1	1	1	1	1	345.4298563	1	1	94.52134613	1	1
IL17RB	1	9.375413981	1	1	332.4494165	1	1	1	1	1	198.0917471	1	1	1	1	1	1	1	1
IL18	1	1	1	1	1	1	1	1	1	1	1	1	1	490.0666529	1	1	1	1	1
IL1RAP	98.80963546	31.03418065	1	1	1	1	1	77.91895115	1	9.613820654	508.0717908	13.90491491	118.9669186	257.4103757	14.3844451	1	1	18.40306094	1
IL1RAPL1	5019.266909	2078.839101	2109.717205	7354.803196	1	1729.53351	2654.26988	1492.184505	1868.079271	1080.290589	2383.840401	1868.079271	4062.220952	1	1687.070179	112.1837762	1	1510.295155	1
IL1RAPL2	298.9747312	490.0666529	1817.296484	1	1	22.07545907	1	690.4061847	1	1	1	1	1	1	1	1	1	1	1
IL26	1	1	1	1	1	1	101.9887294	1	1	1	1	1	1	1	1	1	1	1	1
IL33	1	1	1	1	112.305624	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IL6R	1	1	1	1	1	1	1	1	1	1	1	1	1	187.3552572	1	1	1	1	67.80807958
IL7	1	1	1	1	1	32.9724687	14.39272575	19.66554384	1	98.38690114	1	69.08536161	20.88989924	1	72.36083218	1	1	9.802985937	1
IMPAD1	130.3942073	33.2871891	29.19624809	38.10252908	1	8.132971628	12.43986575	13.79448276	30.31803363	43.75715257	1	44.56408104	17.70913216	1	12.3848937	1	1	17.73197295	1
INAFM2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	97.02025904	1	1	1
INHBA.AS1	1	103.6200249	104.5950687	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
INPP5D	1	1	1	1	1	1	1	1	1	1	1	1	1	1407.155918	1	1	152.4810236	1	1
INSIG1	1	1	7.840609735	119.8239953	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IPCEF1	1	1	1	1	1	7.602495529	42.62029917	88.04244924	1	67.38180089	1	73.67203511	1	1584.351147	60.71364559	1	1	12.06594069	1
IPO11	9.825960134	9.891043896	7.717462869	1	1	39.50820117	13.36481055	29.00086651	9.412713772	31.71826756	18.63331136	14.21467482	13.60910621	1	93.37153308	1	1	39.19113019	1
IPO13	1	1	1	179.1102488	1	8.002577121	1	3.454907186	1	1	1	2.833819545	1	1	1.559249044	1	1	4.157925425	1
IQCA1	14.06188639	125.5105333	13.70651182	1	1160.783157	86.3474046	195.6861291	193.8864009	60.83429921	91.30333781	1	84.57689595	19.79519611	1	381.8296532	1	1	13.95333456	1
IQGAP2	1	80.42478015	1	1	1	1	1	1	1	1	1	1	44.47511641	1	1	1	1	1	680.2782624
IRAK3	1	9.046272919	1	1	1	1	1	1	1	1	1	1	1	393.8283491	1	80.94205473	193.4277782	1	42.32988074
IRF5	1	1	1	1	1	1	1	1	1	1	1	1	1	170.6743632	1	1	1	1	1
IRF8	1	1	1	1	1	1	1	1	1	1	1	1	1	195.6861291	1	1	1	1	1
IRF9	1	1	1	1	19.01462447	1	1	1	1	1	105.4678738	1	1	1	1	79.79304273	40.13673608	1	1
ISCA1	14.01908376	8.271868453	17.88250812	1	1	12.69882595	8.878434751	13.22468275	18.26434732	8.419784899	1	9.792033021	13.57574273	1	13.24989408	1	1	74.72408813	1
ISG15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	141.7987287	1	1
ISM1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	197.2835825
ISYNA1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	340.032607	1	1	1
ITGA1	1	1	1	1	1	1	1	1	169.9556361	1	1	164.9276156	1	1	1	984.7167089	451.1985585	1	31.41269223
ITGA10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	287.5986137	100.3217692	1	200.7889031
ITGA11	1	1	1	1	1	68.58981259	1	1	1	1	1	1	1	1	1	1	1	1	207.3543837
ITGA2	1	1	1	341.9430835	1	1	1	1	1	1	1	1	1	1	1	1	146.437185	1	1
ITGA6	9.52975624	1	8.680619355	1	163.7238896	1	1	1	1	8.174691888	1	1	1	101.9328082	60.14838627	1	1793.079383	1	1
ITGA7	1	1	1	1	180.1729843	7.737098723	1	1	1	1	1	1	1	1	8.106808542	256.1169131	1	1	1
ITGA8	100.5932014	129.3056628	1	1	1	1	409.543161	1	1	1	118.2632761	137.1508971	1	1	13.17644726	129.3875934	1	1	1019.129271
ITGAM	1	1	1	1	1	1	1	1	1	1	1	1	1	278.2951742	1	1	1	1	1
ITGAX	1	1	1	1	1	1	1	1	1	1	1	1	1	442.5988131	1	1	1	1	1
ITGB2	1	1	1	1	1	1	1	1	1	1	1	1	1	114.7569438	1	1	1	1	1
ITGB5	13.37891504	1	1	1	100.0317578	1	1	1	1	1	1	1	1	259.2416817	1	244.3580388	1	1	1
ITGB8	1	32.09275813	302.0618994	251.2405482	163.6339916	533.0106202	1	34.51564377	1	1	355.2834818	139.3003457	1	1	1	1	1	85.50545404	1
ITIH2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	429.2860044
ITIH5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2150.098129	868.5653169	1	2109.717205
ITM2A	1	1	1	251.2405482	1	1	1	1	1	1	1	1	1	1	1	1	2654.26988	1	1
ITPKB	1	1	1	103.932097	339.0792421	3.517496464	1	1	1	1	1	1	1	65.35578983	1	1	257.1370655	1	1
ITPR3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	275.4580298	1	1
JADE3	1	1	1	1	1	1	1	1	1	1	47.09306229	1	1	1	1	1	1	1	68.21147903
JAM2	160.539812	12.17165191	44.04552578	1	70.11931057	12.23557415	1	8.607191206	1	7.681822436	76.99480938	12.18547794	1	128.7814154	2.822461832	1	411.0291722	9.589657172	1
JAZF1.AS1	1	1	1	1	1	3.446756984	5.935973722	8.150203254	1	8.823504027	1	2.445749446	1	1	31.32139904	1	1	6.21381413	1
JPH1	9.035358885	12.93193439	47.22932972	1	1	154.4395463	44.52309575	83.03414719	17.38347524	162.0619379	1	132.3150998	13.78896162	1	8.401332436	1	1	103.562255	1
JUND	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	90.16352201	1	1	1
KAL1	90.60277479	1	1	1	141.3206201	1	1	1	1	1	1	7.959646731	22.31516569	127.315513	5.158434888	1	1	1	1
KANK1	1	12.11835284	1	400.3504707	782.5057018	1	1	1	1	1	611.0025283	1	1	1	1	1	375.6821526	1	33.20571498
KANK2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	314.2478271	1	1	75.3389015
KAT2B	1	68.10702503	7.932352044	340.032607	411.0291722	1	4.150032994	8.850525021	18.47999493	12.49040106	902.4542772	1	28.42290215	122.1712835	8.406396805	88.97431933	118.2094197	11.73407217	1
KBTBD11	1	1	1	1	74.77385566	28.37929075	7.870771093	30.55951011	1	9.728389114	1	9.417488734	9.509167448	1	7.874220033	1	1	60.88442686	1
KCNA1	1	1	1	1	1	37.82752394	1	8.039153625	1	80.28633235	1	7.407564383	1	1	17.94277433	1	1	14.14681211	1
KCNA3	46.77988393	108.0739405	147.9241941	1	1	8.243608778	7.50293678	9.230282501	213.5835079	1	1	1	114.527698	1	12.47838623	1	1	1	1
KCNAB1	1239.301344	342.976845	609.2825868	168.6586597	14.05379243	9.135157051	113.0137694	182.8800711	287.5986137	13.03587068	328.3159955	149.3540184	1000.963515	1	18.78554868	2109.717205	1	17.30283827	1
KCNAB3	1	7.555432009	1	1	1	1	1	1	9.378572931	1	1	1	89.77370385	1	1	1	1	1	1
KCNB2	322.9184541	406.6922023	310.8603887	1	1	1	984.7167089	576.2378756	603.7139636	184.0724707	1	868.5653169	109.9310024	1	651.9751966	1	1	453.1549647	1
KCNC1	36.38829016	22.31516569	22.91658831	1	1	70.92917383	5.086144728	12.73868949	75.18767581	8.631366313	1	2.878753384	145.0567355	1	2.09670587	1	1	19.01462447	1
KCNC2	1771.297395	881.2452402	854.6909959	1	1	817.9031087	136.6161523	437.8881137	1144.54916	13.59648379	1	284.950632	2763.157692	1	223.8581951	1	1	530.3659277	1
KCND2	434.5052957	745.4628642	1185.796122	1	84.20396418	1038.646991	248.8370186	718.3066826	1248.592424	269.8245732	2109.717205	390.9765652	1729.53351	1	555.1033695	1	1	912.5333871	1
KCNG2	7.992822353	81.27217723	1	1	1	1	1	1	1	36.47772014	1	12.21123125	1	1	37.68649222	1	1	1	1
KCNH1	272.3107583	305.3725094	59.98216755	109.4923792	1	127.1771514	401.1519706	793.4379213	188.0843777	225.9504829	1	154.3371707	521.7224526	1	272.3107583	1	1	889.6722593	71.98987376
KCNH3	1	1	1	1	1	91.30333781	9.313393546	32.79777804	1	73.31292828	1	33.73224753	7.903899963	1	12.89946401	1	1	12.56978581	1
KCNH5	281.6715121	1	1	1	1	19.10686771	9.470671865	208.6305245	1	508.0717908	180.9968965	412.4333755	1	1	1	1	1	21.47435268	1
KCNH7	319.3429854	782.5057018	227.500547	1	1	351.7330089	739.6543895	872.6706148	250.3134077	1301.894932	1	274.7508684	478.9447813	1	1153.11706	1	1	153.2692803	1
KCNH8	1	1	1	1326.282268	1	1	1	1	1	1	511.8799651	1	1	1	1	1	1	1	1
KCNIP1	591.7178419	329.6628597	453.1549647	1	132.7283561	1	411.0291722	1	418.045792	1	346.5005958	8.932379419	30.29149959	333.9770174	30.91545451	1	1	1	2039.025524
KCNIP2	34.20115839	13.85089436	1	1	1	120.1473298	1	9.004526832	1	1	1	1	118.3915124	1	1	1	1	8.430097055	1
KCNIP4	1446.779726	4062.220952	1666.116904	30.40376322	1	10839.3985	13.00411755	10839.3985	2432.047512	4780.743866	4520.788907	2904.66005	1313.22726	1	10839.3985	1	1	10839.3985	1
KCNIP4.IT1	1	32.82908111	1	1	1	447.2418622	1	242.5639172	9.695854056	116.2085767	122.6186839	46.27703008	1	1	291.1384334	1	1	268.2751244	1
KCNJ10	1	1	1	184.8827269	158.1164162	1	1	1	1	1	74.57767304	1	1	1	1	1	1	1	1
KCNJ16	1	1	1	26.32057795	14.23454779	1	1	1	1	1	152.7949692	1	1	56.91512051	1	1	1	1	65.22800959
KCNJ2	1	12.07218086	1	159.3008612	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
KCNJ3	471.0765887	581.1058921	651.9751966	1	1	174.3406918	404.140142	333.4748506	237.3564604	383.1508598	1	344.5208124	535.9095313	1	302.777876	1	1	373.0756731	1
KCNK1	1	40.81696566	1	150.3291844	1	169.1465922	188.3536448	202.7188013	8.395803389	258.9845034	21.21906783	151.9927314	18.7441776	1	173.6099457	1	1	195.6861291	1
KCNK10	1	1	1	1	1	9.215225181	1	9.306259054	1	21.21906783	1	1	1	1	78.35923059	1	1	7.31525515	1
KCNK13	1	1	1	1	1	1	1	1	1	1	1	8.565501867	1	210.1643281	1	1	1	1	1
KCNK17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	112.6014202
KCNK2	1	9.700666591	1	1	1	1	1	1	79.83652042	65.35578983	1	242.8099931	12.3689125	1	1	1	1	1	323.3525128
KCNMB2	1	1	1	1	1	4.116073701	1	1	31.78340606	1	37.59069285	1	13.39476471	1	1	1	1	1	1
KCNMB4	12.18766207	1	1	218.1946546	1	194.0523435	220.2360937	143.0475298	47.82914243	318.4406541	1	331.9736439	45.61540002	103.7685777	146.6894521	1	1	142.2943453	1
KCNN2	129.6671678	78.39914618	109.7583204	1	1	71.89676647	13.69278999	126.3749918	1	120.211699	83.64008901	86.49072272	99.31053313	1	591.7178419	1	1	152.3880848	1
KCNN3	8.863984386	8.320689879	1	1	470.034585	12.93193439	1	13.81322767	1	1	1	18.18765993	1	1	8.868306176	1	1	13.08774856	1
KCNQ1	1	1	1	1	1	1	1	1	1	1	1	1	1	334.4591085	13.1691494	1	1	1	1
KCNQ5	693.0651189	1477.523929	1979.552433	1	1	1868.079271	423.9509827	2273.305136	675.291357	1666.116904	1	704.214587	690.4061847	1	2109.717205	1	1	2828.081959	1
KCNS3	1	1	1	1	1	1	1	1	1	1	1	1	14.40266374	1	1	1	1	1	1
